交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
118,450,G7380/1,820,916,缙云西,杭州东
118,227,G7660/1,970,1048,杭州东,南京南
119,160,DJ8698,312,402,合肥南,南京南
119,414,G7505,433,659,南京南,宁波
119,253,G7540/1,667,788,宁波,上海虹桥
119,161,G9402/3,831,1027,上海虹桥,合肥南
120,158,G7556,408,483,杭州东,上海虹桥
120,519,G7549,490,618,上海虹桥,宁波
120,403,G7678,720,772,宁波,杭州东
121,151,G7558,426,492,杭州东,上海虹桥
121,269,G7325,510,647,上海虹桥,义乌
121,272,G7638/1,655,771,义乌,温州南
121,407,G7622,894,1027,温州南,杭州东
122,150,DJ7698,306,374,上海虹桥,南京南
122,47,G7037,400,538,南京南,上海
122,3,G7006,540,639,上海,南京
122,5,G7009,660,759,南京,上海
122,7,G7014,780,879,上海,南京
122,76,G7117,882,1004,南京,上海虹桥
123,147,DJ7725,287,333,上海虹桥,杭州东
123,459,G7341,360,503,杭州东,温州南
123,440,G7324,518,720,温州南,上海虹桥
124,147,DJ7725,287,333,上海虹桥,杭州东
124,459,G7341,360,503,杭州东,温州南
124,460,G7341/1,513,549,温州南,苍南
124,380,G7322,728,942,苍南,上海虹桥
125,147,DJ7725,287,333,上海虹桥,杭州东
125,459,G7341,360,503,杭州东,温州南
125,460,G7341/1,513,549,温州南,苍南
125,277,G164,614,771,苍南,义乌
125,400,G7334/1,798,847,义乌,海宁西
125,401,G7334/2,854,908,海宁西,上海虹桥
126,145,G7309,982,1063,上海虹桥,杭州
126,146,G7312,1080,1140,杭州,上海虹桥
126,509,G7535,1141,1195,上海虹桥,杭州东
126,510,G7535/1,1205,1258,杭州东,宁波
126,517,G7534,1282,1301,宁波,余姚北
126,518,G7534/1,1307,1347,余姚北,杭州东
126,418,G7536/1,1350,1398,杭州东,上海虹桥
127,139,G7301,395,460,上海虹桥,杭州
127,140,G7302,478,543,杭州,上海虹桥
127,361,G7132,581,813,上海虹桥,安庆
127,210,G7146,832,975,安庆,镇江
127,211,G7146/1,981,1073,镇江,上海虹桥
128,131,G7308,892,951,杭州,上海虹桥
128,82,G7116,974,1095,上海虹桥,南京
